D:\Anaconda\python.exe D:/home/zeewei/projects/77GRadar/model/rnn/rnn_train.py
0000 	 train_loss:0.6191493272781372 	 test_loss: 0.5359727144241333 	 test_min_loss: 0.5359727144241333 	 difference: -0.0831766128540039 	 st1_acc:0.0 	 st2_acc:0.0 	 st3_acc:0.0
0600 	 train_loss:0.03816888853907585 	 test_loss: 0.06974304467439651 	 test_min_loss: 0.06974304467439651 	 difference: 0.03157415613532066 	 st1_acc:0.0 	 st2_acc:0.009895391574780888 	 st3_acc:0.7079445858071812
0625 	 train_loss:0.03711003251373768 	 test_loss: 0.06781668961048126 	 test_min_loss: 0.06781668961048126 	 difference: 0.030706657096743584 	 st1_acc:0.0 	 st2_acc:0.006219960418433701 	 st3_acc:0.7137404580152672
0650 	 train_loss:0.03559834882616997 	 test_loss: 0.06938106566667557 	 test_min_loss: 0.06781668961048126 	 difference: 0.0337827168405056 	 st1_acc:0.0 	 st2_acc:0.00791631325982471 	 st3_acc:0.6895674300254453
0675 	 train_loss:0.03498079255223274 	 test_loss: 0.07289181649684906 	 test_min_loss: 0.06781668961048126 	 difference: 0.03791102394461632 	 st1_acc:0.0 	 st2_acc:0.017953067571388183 	 st3_acc:0.6334464235227594
0700 	 train_loss:0.033986397087574005 	 test_loss: 0.0726415291428566 	 test_min_loss: 0.06781668961048126 	 difference: 0.03865513205528259 	 st1_acc:0.0 	 st2_acc:0.020073508623126943 	 st3_acc:0.6344359626802375
0725 	 train_loss:0.033764950931072235 	 test_loss: 0.07372882217168808 	 test_min_loss: 0.06781668961048126 	 difference: 0.039963871240615845 	 st1_acc:0.0 	 st2_acc:0.013712185467910658 	 st3_acc:0.6771275091885779
0750 	 train_loss:0.05069618672132492 	 test_loss: 0.07840524613857269 	 test_min_loss: 0.06781668961048126 	 difference: 0.027709059417247772 	 st1_acc:0.0 	 st2_acc:0.006361323155216285 	 st3_acc:0.668928470455188
0775 	 train_loss:0.034546252340078354 	 test_loss: 0.06840711832046509 	 test_min_loss: 0.06781668961048126 	 difference: 0.033860865980386734 	 st1_acc:0.0 	 st2_acc:0.017670342097823012 	 st3_acc:0.7148713599095279
0800 	 train_loss:0.03314174339175224 	 test_loss: 0.06615389138460159 	 test_min_loss: 0.06615389138460159 	 difference: 0.03301214799284935 	 st1_acc:0.0 	 st2_acc:0.02063895957025728 	 st3_acc:0.7061068702290076
0825 	 train_loss:0.03592242673039436 	 test_loss: 0.07309795171022415 	 test_min_loss: 0.06615389138460159 	 difference: 0.03717552497982979 	 st1_acc:0.0 	 st2_acc:0.021769861464517953 	 st3_acc:0.6053152389030252
0850 	 train_loss:0.033434685319662094 	 test_loss: 0.06389939039945602 	 test_min_loss: 0.06389939039945602 	 difference: 0.03046470507979393 	 st1_acc:0.0 	 st2_acc:0.021628498727735368 	 st3_acc:0.7193949674865705
0875 	 train_loss:0.03230693005025387 	 test_loss: 0.07283573597669601 	 test_min_loss: 0.06389939039945602 	 difference: 0.040528805926442146 	 st1_acc:0.0 	 st2_acc:0.02516256714729997 	 st3_acc:0.5996607294317218
0900 	 train_loss:0.03299708664417267 	 test_loss: 0.06848514825105667 	 test_min_loss: 0.06389939039945602 	 difference: 0.035488061606884 	 st1_acc:0.0 	 st2_acc:0.02205258693808312 	 st3_acc:0.664828951088493
0925 	 train_loss:0.03137177787721157 	 test_loss: 0.06186831369996071 	 test_min_loss: 0.06186831369996071 	 difference: 0.030496535822749138 	 st1_acc:0.0 	 st2_acc:0.023607577042691546 	 st3_acc:0.7127509188577891
0950 	 train_loss:0.03092457354068756 	 test_loss: 0.06146682798862457 	 test_min_loss: 0.06146682798862457 	 difference: 0.03054225444793701 	 st1_acc:0.0 	 st2_acc:0.02473847893695222 	 st3_acc:0.7256149279050043
0975 	 train_loss:0.030284867621958256 	 test_loss: 0.061649616807699203 	 test_min_loss: 0.06146682798862457 	 difference: 0.03136474918574095 	 st1_acc:0.0 	 st2_acc:0.02516256714729997 	 st3_acc:0.7172745264348318
1000 	 train_loss:0.030000467784702778 	 test_loss: 0.06372953951358795 	 test_min_loss: 0.06146682798862457 	 difference: 0.033729071728885174 	 st1_acc:0.0 	 st2_acc:0.02516256714729997 	 st3_acc:0.6885778908679672
1025 	 train_loss:0.029819635674357414 	 test_loss: 0.06882006675004959 	 test_min_loss: 0.06146682798862457 	 difference: 0.03900043107569218 	 st1_acc:0.0 	 st2_acc:0.025303929884082556 	 st3_acc:0.6225614927905004
1050 	 train_loss:0.0295352665707469 	 test_loss: 0.06833810359239578 	 test_min_loss: 0.06146682798862457 	 difference: 0.038802837021648884 	 st1_acc:0.0 	 st2_acc:0.02502120441051739 	 st3_acc:0.6324568843652814
1075 	 train_loss:0.03365861438214779 	 test_loss: 0.06494108587503433 	 test_min_loss: 0.06146682798862457 	 difference: 0.03128247149288654 	 st1_acc:0.0 	 st2_acc:0.023183488832343793 	 st3_acc:0.6456036188860617
1100 	 train_loss:0.02937692031264305 	 test_loss: 0.06675061583518982 	 test_min_loss: 0.06146682798862457 	 difference: 0.03737369552254677 	 st1_acc:0.0 	 st2_acc:0.02502120441051739 	 st3_acc:0.635990952784846
1125 	 train_loss:0.0295629957690835 	 test_loss: 0.06473615765571594 	 test_min_loss: 0.06146682798862457 	 difference: 0.03517316188663244 	 st1_acc:0.0 	 st2_acc:0.024879841673734804 	 st3_acc:0.6652530392988408
1150 	 train_loss:0.028884275816380978 	 test_loss: 0.07474438101053238 	 test_min_loss: 0.06146682798862457 	 difference: 0.0458601051941514 	 st1_acc:0.0 	 st2_acc:0.021204410517387615 	 st3_acc:0.5439638111393836
1175 	 train_loss:0.0283600315451622 	 test_loss: 0.06905705481767654 	 test_min_loss: 0.06146682798862457 	 difference: 0.04069702327251434 	 st1_acc:0.0 	 st2_acc:0.024314390726604466 	 st3_acc:0.5978230138535482
1200 	 train_loss:0.028277548030018806 	 test_loss: 0.06754109263420105 	 test_min_loss: 0.06146682798862457 	 difference: 0.03926354460418224 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.6212892281594572
1225 	 train_loss:0.03098528739064932 	 test_loss: 0.056453555822372437 	 test_min_loss: 0.056453555822372437 	 difference: 0.025468268431723118 	 st1_acc:0.0 	 st2_acc:0.017670342097823012 	 st3_acc:0.7452643483177834
1250 	 train_loss:0.028572583571076393 	 test_loss: 0.05737922340631485 	 test_min_loss: 0.056453555822372437 	 difference: 0.028806639835238457 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.7223635849590048
1275 	 train_loss:0.02758802380412817 	 test_loss: 0.06267239153385162 	 test_min_loss: 0.056453555822372437 	 difference: 0.035084367729723454 	 st1_acc:0.0 	 st2_acc:0.025303929884082556 	 st3_acc:0.6721798134011875
1300 	 train_loss:0.03163415938615799 	 test_loss: 0.05846404656767845 	 test_min_loss: 0.056453555822372437 	 difference: 0.026829887181520462 	 st1_acc:0.0 	 st2_acc:0.025303929884082556 	 st3_acc:0.7287249081142211
1325 	 train_loss:0.027185807935893536 	 test_loss: 0.06983502954244614 	 test_min_loss: 0.056453555822372437 	 difference: 0.0426492216065526 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.5872208085948544
1350 	 train_loss:0.028153730556368828 	 test_loss: 0.0640251636505127 	 test_min_loss: 0.056453555822372437 	 difference: 0.03587143309414387 	 st1_acc:0.0 	 st2_acc:0.02516256714729997 	 st3_acc:0.6368391292055414
1375 	 train_loss:0.02976297028362751 	 test_loss: 0.058722808957099915 	 test_min_loss: 0.056453555822372437 	 difference: 0.028959838673472404 	 st1_acc:0.0 	 st2_acc:0.02502120441051739 	 st3_acc:0.6892847045518802
1400 	 train_loss:0.02664097398519516 	 test_loss: 0.07252422720193863 	 test_min_loss: 0.056453555822372437 	 difference: 0.04588325321674347 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.5572519083969466
1425 	 train_loss:0.026264764368534088 	 test_loss: 0.06650377064943314 	 test_min_loss: 0.056453555822372437 	 difference: 0.04023900628089905 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.6164828951088493
1450 	 train_loss:0.026539201848208904 	 test_loss: 0.06813336908817291 	 test_min_loss: 0.056453555822372437 	 difference: 0.04159416723996401 	 st1_acc:0.0 	 st2_acc:0.025303929884082556 	 st3_acc:0.5812835736499858
1475 	 train_loss:0.026204113848507404 	 test_loss: 0.05763483792543411 	 test_min_loss: 0.056453555822372437 	 difference: 0.03143072407692671 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.7010178117048346
1500 	 train_loss:0.025716958567500114 	 test_loss: 0.05678454041481018 	 test_min_loss: 0.056453555822372437 	 difference: 0.031067581847310066 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.708368674017529
1525 	 train_loss:0.026524288579821587 	 test_loss: 0.056039150804281235 	 test_min_loss: 0.056039150804281235 	 difference: 0.029514862224459648 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.7005937234944869
1550 	 train_loss:0.025834483094513416 	 test_loss: 0.05126651003956795 	 test_min_loss: 0.05126651003956795 	 difference: 0.02543202694505453 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.7642069550466497
1575 	 train_loss:0.025284232571721077 	 test_loss: 0.05169373005628586 	 test_min_loss: 0.05126651003956795 	 difference: 0.02640949748456478 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.7557251908396947
1600 	 train_loss:0.026415348052978516 	 test_loss: 0.05406332015991211 	 test_min_loss: 0.05126651003956795 	 difference: 0.027647972106933594 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.7188295165394402
1625 	 train_loss:0.025337991304695606 	 test_loss: 0.04690581560134888 	 test_min_loss: 0.04690581560134888 	 difference: 0.02156782429665327 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.790641786824993
1650 	 train_loss:0.02625012956559658 	 test_loss: 0.048316679894924164 	 test_min_loss: 0.04690581560134888 	 difference: 0.022066550329327583 	 st1_acc:0.0 	 st2_acc:0.025303929884082556 	 st3_acc:0.759683347469607
1675 	 train_loss:0.024941320531070232 	 test_loss: 0.04614384472370148 	 test_min_loss: 0.04614384472370148 	 difference: 0.021202524192631245 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.790641786824993
1700 	 train_loss:0.02543236780911684 	 test_loss: 0.047250423580408096 	 test_min_loss: 0.04614384472370148 	 difference: 0.021818055771291256 	 st1_acc:0.0 	 st2_acc:0.025303929884082556 	 st3_acc:0.7657619451512582
1725 	 train_loss:0.027084998786449432 	 test_loss: 0.04197118431329727 	 test_min_loss: 0.04197118431329727 	 difference: 0.01488618552684784 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.8379983036471587
1750 	 train_loss:0.024753681384027004 	 test_loss: 0.04863332584500313 	 test_min_loss: 0.04197118431329727 	 difference: 0.023879644460976124 	 st1_acc:0.0 	 st2_acc:0.025303929884082556 	 st3_acc:0.7637828668363019
1775 	 train_loss:0.026463765650987625 	 test_loss: 0.04364189878106117 	 test_min_loss: 0.04197118431329727 	 difference: 0.017178133130073547 	 st1_acc:0.0 	 st2_acc:0.02516256714729997 	 st3_acc:0.8039298840825558
1800 	 train_loss:0.024176129139959812 	 test_loss: 0.04759549722075462 	 test_min_loss: 0.04197118431329727 	 difference: 0.02341936808079481 	 st1_acc:0.0 	 st2_acc:0.02516256714729997 	 st3_acc:0.7741023466214306
1825 	 train_loss:0.024201029911637306 	 test_loss: 0.047974370419979095 	 test_min_loss: 0.04197118431329727 	 difference: 0.02377334050834179 	 st1_acc:0.0 	 st2_acc:0.02544529262086514 	 st3_acc:0.7650551314673452
1850 	 train_loss:0.023845396004617214 	 test_loss: 0.044304221868515015 	 test_min_loss: 0.04197118431329727 	 difference: 0.0204588258638978 	 st1_acc:0.0 	 st2_acc:0.024879841673734804 	 st3_acc:0.8071812270285553
1875 	 train_loss:0.024328602477908134 	 test_loss: 0.04391641542315483 	 test_min_loss: 0.04197118431329727 	 difference: 0.019587812945246696 	 st1_acc:0.0 	 st2_acc:0.02502120441051739 	 st3_acc:0.8084534916595986
1900 	 train_loss:0.02351795881986618 	 test_loss: 0.04593935236334801 	 test_min_loss: 0.04197118431329727 	 difference: 0.022421393543481827 	 st1_acc:0.0 	 st2_acc:0.02586938083121289 	 st3_acc:0.7827254735651682

Process finished with exit code -1
